1	Vis	120	14	127
2	Vis	120	14	128
3	Vis	120	14	129
4	Vis	120	14	130
5	Vis	120	14	131
6	Vis	120	14	132
7	Vis	120	14	133
8	Vis	120	14	134
9	Vis	120	15	127
10	Vis	120	15	128
11	Vis	120	15	129
12	Vis	120	15	130
13	Vis	120	15	131
14	Vis	120	15	132
15	Vis	120	15	133
16	Vis	120	15	134
17	Vis	120	16	127
18	Vis	120	16	128
19	Vis	120	16	129
20	Vis	120	16	130
21	Vis	120	16	131
22	Vis	120	16	132
23	Vis	120	16	133
24	Vis	120	16	134
25	Vis	120	17	127
26	Vis	120	17	128
27	Vis	120	17	129
28	Vis	120	17	130
29	Vis	120	17	131
30	Vis	120	17	132
31	Vis	120	17	133
32	Vis	120	17	134
33	Vis	120	18	127
34	Vis	120	18	128
35	Vis	120	18	129
36	Vis	120	18	130
37	Vis	120	18	131
38	Vis	120	18	132
39	Vis	120	18	133
40	Vis	120	18	135
41	Vis	120	18	136
42	Vis	120	18	137
43	Vis	120	18	138
44	Vis	120	18	139
45	Vis	120	18	140
46	Vis	120	18	141
47	Vis	120	19	134
48	Vis	120	19	135
49	Vis	120	19	136
50	Vis	120	19	137
51	Vis	120	19	138
52	Vis	120	19	139
53	Vis	120	19	140
54	Vis	120	19	141
55	Vis	120	20	134
56	Vis	120	20	135
57	Vis	120	20	136
58	Vis	120	20	137
59	Vis	120	20	138
60	Vis	120	20	139
61	Vis	120	20	140
62	Vis	120	20	141
63	Vis	120	21	134
64	Vis	120	21	135
65	Vis	120	21	136
66	Vis	120	21	137
67	Vis	120	21	138
68	Vis	120	21	139
69	Vis	120	21	140
70	Vis	120	21	141
71	Vis	120	22	134
72	Vis	120	22	135
73	Vis	120	22	136
74	Vis	120	22	137
75	Vis	120	22	138
76	Vis	120	22	139
77	Vis	120	22	140
78	Vis	120	22	141
79	Vis	120	23	134
80	Vis	120	23	135
81	Vis	120	23	136
82	SomMot	70	125	176
83	SomMot	70	125	177
84	SomMot	70	125	178
85	SomMot	70	125	179
86	SomMot	70	125	180
87	SomMot	70	126	173
88	SomMot	70	126	174
89	SomMot	70	126	175
90	SomMot	70	126	176
91	SomMot	70	126	177
92	SomMot	70	126	178
93	SomMot	70	126	179
94	SomMot	70	126	180
95	SomMot	70	127	173
96	SomMot	70	127	174
97	SomMot	70	127	175
98	SomMot	70	127	176
99	SomMot	70	127	177
100	SomMot	70	127	178
101	SomMot	70	127	179
102	SomMot	70	127	180
103	SomMot	70	128	173
104	SomMot	70	128	174
105	SomMot	70	128	175
106	SomMot	70	128	176
107	SomMot	70	128	177
108	SomMot	70	128	178
109	SomMot	70	128	179
110	SomMot	70	128	180
111	SomMot	70	129	173
112	SomMot	70	129	174
113	SomMot	70	129	175
114	SomMot	70	129	176
115	SomMot	70	129	177
116	SomMot	70	129	178
117	SomMot	70	129	179
118	SomMot	70	129	180
119	SomMot	70	130	173
120	SomMot	70	130	174
121	SomMot	70	130	175
122	SomMot	70	130	176
123	SomMot	70	130	177
124	SomMot	70	130	178
125	SomMot	70	130	179
126	SomMot	70	130	181
127	SomMot	70	130	182
128	SomMot	70	130	183
129	SomMot	70	130	184
130	SomMot	70	130	185
131	SomMot	70	130	186
132	SomMot	70	130	187
133	SomMot	70	131	180
134	SomMot	70	131	181
135	SomMot	70	131	182
136	SomMot	70	131	183
137	SomMot	70	131	184
138	SomMot	70	131	185
139	SomMot	70	131	186
140	SomMot	70	131	187
141	SomMot	70	132	180
142	SomMot	70	132	181
143	SomMot	70	132	182
144	SomMot	70	132	183
145	SomMot	70	132	184
146	SomMot	70	132	185
147	SomMot	70	132	186
148	SomMot	70	132	187
149	SomMot	70	133	180
150	SomMot	70	133	181
151	SomMot	70	133	182
152	SomMot	70	133	183
153	SomMot	70	133	184
154	SomMot	70	133	185
155	SomMot	70	133	186
156	SomMot	70	133	187
157	SomMot	70	134	180
158	SomMot	70	134	181
159	SomMot	70	134	182
160	SomMot	70	134	183
161	SomMot	70	134	184
162	SomMot	70	134	185
163	SomMot	70	134	186
164	SomMot	70	134	187
165	SomMot	70	135	180
166	SomMot	70	135	181
167	SomMot	70	135	182
168	SomMot	70	135	183
169	SomMot	70	135	184
170	SomMot	70	135	185
171	SomMot	70	135	186
172	SomMot	70	135	187
173	DorsAttn	0	116	7
174	DorsAttn	0	116	8
175	DorsAttn	0	116	9
176	DorsAttn	0	116	10
177	DorsAttn	0	116	11
178	DorsAttn	0	116	12
179	DorsAttn	0	116	13
180	DorsAttn	0	116	14
181	DorsAttn	0	117	7
182	DorsAttn	0	117	8
183	DorsAttn	0	117	9
184	DorsAttn	0	117	10
185	DorsAttn	0	117	11
186	DorsAttn	0	117	12
187	DorsAttn	0	117	13
188	DorsAttn	0	117	14
189	DorsAttn	0	118	7
190	DorsAttn	0	118	8
191	DorsAttn	0	118	9
192	DorsAttn	0	118	10
193	DorsAttn	0	118	11
194	DorsAttn	0	118	12
195	DorsAttn	0	118	13
196	DorsAttn	0	118	15
197	DorsAttn	0	118	16
198	DorsAttn	0	118	17
199	DorsAttn	0	118	18
200	DorsAttn	0	118	19
201	DorsAttn	0	118	20
202	DorsAttn	0	118	21
203	DorsAttn	0	119	14
204	DorsAttn	0	119	15
205	DorsAttn	0	119	16
206	DorsAttn	0	119	17
207	DorsAttn	0	119	18
208	DorsAttn	0	119	19
209	DorsAttn	0	119	20
210	DorsAttn	0	119	21
211	DorsAttn	0	120	14
212	DorsAttn	0	120	15
213	DorsAttn	0	120	16
214	DorsAttn	0	120	17
215	DorsAttn	0	120	18
216	DorsAttn	0	120	19
217	DorsAttn	0	120	20
218	DorsAttn	0	120	21
219	DorsAttn	0	121	14
220	DorsAttn	0	121	15
221	DorsAttn	0	121	16
222	DorsAttn	0	121	17
223	DorsAttn	0	118	14
224	DorsAttn	0	118	22
225	DorsAttn	0	119	22
226	DorsAttn	0	120	22
227	DorsAttn	0	121	18
228	DorsAttn	0	121	19
229	DorsAttn	0	121	20
230	DorsAttn	0	121	21
231	DorsAttn	0	122	14
232	DorsAttn	0	122	15
233	DorsAttn	0	122	16
234	SalVentAttn	196	58	247
235	SalVentAttn	196	58	248
236	SalVentAttn	196	58	249
237	SalVentAttn	196	58	251
238	SalVentAttn	196	58	252
239	SalVentAttn	196	58	253
