# Generated from atlas label .xml files distributed with FSL
# http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/
1,Caudate
2,Cerebellum
3,Frontal Lobe
4,Insula
5,Occipital Lobe
6,Parietal Lobe
7,Putamen
8,Temporal Lobe
9,Thalamus
