251,10,-62,61
252,-52,-63,5
256,22,-65,48
257,46,-59,4
258,25,-58,60
259,-33,-46,47
260,-27,-71,37
261,-32,-1,54
262,-42,-60,-9
263,-17,-59,64
264,29,-5,54
