1,-13,-40,1
2,-46,-61,21
3,43,-72,28
4,46,16,-30
5,-44,-65,35
6,-39,-75,44
7,-7,-55,27
8,6,-59,35
9,-11,-56,16
10,-3,-49,13
11,8,-48,31
12,15,-63,26
13,-2,-37,44
14,11,-54,17
15,52,-59,36
16,-2,38,36
17,-3,42,16
18,12,36,20
19,47,-50,29
20,-46,31,-13
21,49,35,-12
