174,-44,2,46
175,48,25,27
176,-47,11,23
177,-53,-49,43
178,-23,11,64
179,58,-53,-14
180,24,45,-15
181,34,54,-13
186,47,10,33
187,-41,6,33
188,-42,38,21
189,38,43,15
190,49,-42,45
191,-28,-58,48
192,44,-53,47
193,32,14,56
194,37,-65,40
195,-42,-55,45
196,40,18,40
197,-34,55,4
198,-42,45,-2
199,33,-53,44
200,43,49,-2
201,-42,25,30
202,-3,26,44
