# Generated from atlas label .xml files distributed with FSL
# http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/
350,Right Cerebrum.Temporal Lobe.Caudate.Gray Matter.Caudate Tail
351,Left Cerebrum.Temporal Lobe.Caudate.Gray Matter.Caudate Tail
352,Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 21
353,Left Cerebrum.Temporal Lobe.Extra-Nuclear.White Matter.*
354,Left Brainstem.Midbrain.*.Gray Matter.Mammillary Body
355,Right Brainstem.Midbrain.*.Gray Matter.Mammillary Body
356,Left Cerebrum.Sub-lobar.*.Gray Matter.Amygdala
357,Right Cerebrum.*.*.White Matter.*
358,Right Cerebrum.Sub-lobar.*.Gray Matter.Amygdala
359,Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Optic Tract
360,Right Cerebrum.Sub-lobar.Third Ventricle.Cerebro-Spinal Fluid.*
361,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Optic Tract
362,Left Cerebrum.Sub-lobar.Third Ventricle.Cerebro-Spinal Fluid.*
363,Left Cerebrum.Sub-lobar.*.Gray Matter.Hypothalamus
364,Right Cerebrum.Sub-lobar.*.Gray Matter.Hypothalamus
365,Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 13
366,Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 13
367,Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 13
368,Right Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 13
369,Left Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 13
370,Left Cerebrum.Limbic Lobe.Extra-Nuclear.White Matter.*
371,Left Cerebrum.Limbic Lobe.Anterior Cingulate.White Matter.*
372,Left Cerebrum.Limbic Lobe.Anterior Cingulate.*.*
373,Right Cerebrum.Limbic Lobe.Anterior Cingulate.*.*
374,Right Cerebrum.Limbic Lobe.Anterior Cingulate.White Matter.*
375,Right Cerebrum.Limbic Lobe.Extra-Nuclear.White Matter.*
376,Right Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 13
377,Left Cerebrum.Temporal Lobe.Sub-Gyral.*.*
378,Left Cerebrum.Sub-lobar.Extra-Nuclear.*.*
379,Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Putamen
380,Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 25
381,Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 25
382,Right Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Putamen
383,Right Cerebrum.Sub-lobar.Extra-Nuclear.*.*
384,Right Cerebrum.Temporal Lobe.Sub-Gyral.*.*
385,Left Cerebrum.Sub-lobar.*.Gray Matter.*
386,Right Cerebrum.Sub-lobar.*.Gray Matter.*
387,*.Temporal Lobe.Superior Temporal Gyrus.*.*
388,Left Cerebrum.Frontal Lobe.Sub-Gyral.*.*
389,Right Cerebrum.Frontal Lobe.Sub-Gyral.*.*
390,Left Cerebrum.Frontal Lobe.Extra-Nuclear.*.*
391,Right Cerebrum.Frontal Lobe.Extra-Nuclear.*.*
392,Left Cerebrum.Frontal Lobe.Extra-Nuclear.Gray Matter.Brodmann area 47
393,Right Cerebrum.Frontal Lobe.Extra-Nuclear.Gray Matter.Brodmann area 47
394,Left Cerebrum.Frontal-Temporal Space.*.*.*
395,Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 32
396,Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 32
397,Right Cerebrum.Frontal-Temporal Space.*.*.*
398,Left Cerebrum.Frontal-Temporal Space.Inferior Frontal Gyrus.*.*
399,Left Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 47
400,Left Cerebrum.Frontal Lobe.Extra-Nuclear.Gray Matter.Brodmann area 13
401,Right Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 47
402,Right Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 47
403,Left Cerebrum.Frontal Lobe.Extra-Nuclear.White Matter.*
404,Right Cerebrum.Frontal Lobe.Extra-Nuclear.White Matter.*
405,Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 10
406,Left Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.Brodmann area 10
407,Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 10
408,Right Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.Brodmann area 10
409,Left Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 47
410,Left Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 10
411,Right Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 10
412,Right Cerebrum.Frontal Lobe.Superior Frontal Gyrus.Gray Matter.Brodmann area 10
413,Left Cerebrum.Frontal Lobe.Superior Frontal Gyrus.Gray Matter.Brodmann area 10
414,Left Cerebrum.Occipital Lobe.Inferior Occipital Gyrus.Gray Matter.Brodmann area 19
415,Right Cerebrum.Occipital Lobe.Inferior Occipital Gyrus.Gray Matter.Brodmann area 19
416,*.*.Sub-Gyral.*.*
417,Left Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19
418,Right Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19
419,Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.*.*
420,Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 37
421,Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19
422,Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 37
423,Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19
424,Right Cerebrum.Limbic Lobe.Lingual Gyrus.White Matter.*
425,Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 19
426,Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 19
427,Right Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Brodmann area 19
428,Left Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Brodmann area 19
429,Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 30
430,Right Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Brodmann area 30
431,Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 30
432,Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 27
433,Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 27
434,Right Cerebrum.Temporal Lobe.*.White Matter.*
435,Left Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Tail
436,Right Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Tail
437,Left Brainstem.Midbrain.Thalamus.Gray Matter.Medial Geniculum Body
438,Right Brainstem.Midbrain.Thalamus.Gray Matter.Medial Geniculum Body
439,Left Cerebrum.Sub-lobar.Insula.White Matter.*
440,Right Cerebrum.Midbrain.*.*.*
441,Right Cerebrum.Sub-lobar.Insula.White Matter.*
442,Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 22
443,Left Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 22
444,Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 13
445,Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 22
446,Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 22
447,Left Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 13
448,Left Cerebrum.Sub-lobar.Insula.*.*
449,Left Cerebrum.Sub-lobar.Claustrum.Gray Matter.*
450,Right Cerebrum.Sub-lobar.Claustrum.Gray Matter.*
451,Right Cerebrum.Sub-lobar.Insula.*.*
452,Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Lateral Globus Pallidus
453,Left Brainstem.Midbrain.*.Gray Matter.Subthalamic Nucleus
454,Right Brainstem.Midbrain.*.Gray Matter.Subthalamic Nucleus
455,Right Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Lateral Globus Pallidus
456,Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Medial Globus Pallidus
457,Right Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Medial Globus Pallidus
458,Left Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 22
459,Right Brainstem.Midbrain.Extra-Nuclear.White Matter.*
460,Right Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 22
461,Left Cerebrum.Sub-lobar.*.White Matter.*
462,Right Cerebrum.Sub-lobar.*.White Matter.*
463,Right Cerebrum.Temporal Lobe.Insula.*.*
464,Left Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Head
465,Right Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Head
466,Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 47
467,Right Cerebrum.Sub-lobar.Inferior Frontal Gyrus.Gray Matter.Brodmann area 47
468,Left Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 47
469,Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 24
470,Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 24
471,Right Cerebrum.Frontal Lobe.*.Gray Matter.Brodmann area 10
472,Right Cerebrum.*.Medial Frontal Gyrus.*.*
473,Left Cerebrum.Occipital Lobe.Cuneus.*.*
474,Left Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 18
475,Left Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 17
476,Right Cerebrum.Occipital Lobe.Cuneus.*.*
477,Right Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 17
478,Right Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 18
479,Left Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19
480,Right Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19
481,Left Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 30
482,Right Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 30
483,Left Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 10
484,Right Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 10
485,Left Cerebrum.Occipital Lobe.Cuneus.White Matter.*
486,Right Cerebrum.Occipital Lobe.Cuneus.White Matter.*
487,Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 18
488,Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 18
489,Left Cerebrum.Limbic Lobe.Lingual Gyrus.White Matter.*
490,Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.*
491,Right Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.*
492,Left Cerebrum.Temporal Lobe.*.White Matter.Caudate Tail
493,Left Cerebrum.Sub-lobar.Caudate.Gray Matter.*
494,Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Caudate Tail
495,Right Cerebrum.Sub-lobar.Caudate.Gray Matter.*
496,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Caudate Tail
497,Left Cerebrum.Sub-lobar.*.Gray Matter.Lateral Geniculum Body
498,Left Brainstem.Midbrain.*.Gray Matter.Medial Geniculum Body
499,Right Brainstem.Midbrain.*.Gray Matter.Medial Geniculum Body
500,Right Cerebrum.Sub-lobar.*.Gray Matter.Lateral Geniculum Body
501,Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.*
502,Right Cerebrum.Midbrain.Extra-Nuclear.White Matter.*
503,Left Brainstem.Midbrain.*.White Matter.*
504,Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Anterior Commissure
505,Inter-Hemispheric.*.*.White Matter.Anterior Commissure
506,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Anterior Commissure
507,Left Cerebrum.Frontal-Temporal Space.Superior Temporal Gyrus.*.*
508,Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Corpus Callosum
509,Inter-Hemispheric.*.*.White Matter.Corpus Callosum
510,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Corpus Callosum
511,Left Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 47
512,Left Cerebrum.Sub-lobar.Extra-Nuclear.Cerebro-Spinal Fluid.*
513,Right Cerebrum.Sub-lobar.Claustrum.White Matter.*
514,Left Cerebrum.Frontal Lobe.Sub-Gyral.White Matter.Corpus Callosum
515,Right Cerebrum.Frontal Lobe.Sub-Gyral.White Matter.Corpus Callosum
516,Left Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 10
517,Right Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 10
518,*.*.*.Gray Matter.*
519,Left Cerebrum.Occipital Lobe.*.Gray Matter.*
520,Left Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.*
521,Right Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.*
522,Right Cerebrum.*.*.Gray Matter.*
523,*.*.Middle Occipital Gyrus.Gray Matter.*
524,Inter-Hemispheric.*.Lingual Gyrus.*.*
525,Right Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.*
526,Left Cerebrum.Limbic Lobe.Lingual Gyrus.Gray Matter.*
527,*.*.Middle Temporal Gyrus.Gray Matter.*
528,Left Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.*
529,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.*
530,*.Sub-lobar.Extra-Nuclear.White Matter.*
531,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.*
532,Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.*
533,Left Cerebrum.Occipital Lobe.Cuneus.Gray Matter.*
534,Inter-Hemispheric.Occipital Lobe.*.Gray Matter.*
535,Right Cerebrum.Occipital Lobe.Cuneus.Gray Matter.*
536,Right Cerebrum.*.Cuneus.Gray Matter.*
537,Inter-Hemispheric.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 18
538,Inter-Hemispheric.*.Cuneus.*.*
539,Right Cerebrum.Occipital Lobe.*.Gray Matter.*
540,Inter-Hemispheric.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 17
541,Left Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.*
542,Right Cerebrum.*.Middle Occipital Gyrus.Gray Matter.*
543,Inter-Hemispheric.Occipital Lobe.Cuneus.*.*
544,Inter-Hemispheric.Occipital Lobe.Cuneus.Gray Matter.*
545,Inter-Hemispheric.Occipital Lobe.Lingual Gyrus.Gray Matter.*
546,Right Cerebrum.*.Middle Occipital Gyrus.*.*
547,Inter-Hemispheric.Occipital Lobe.*.*.*
548,Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.*
549,Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.*
550,*.*.Inferior Temporal Gyrus.Gray Matter.*
551,Right Cerebrum.*.Inferior Temporal Gyrus.Gray Matter.*
552,Left Cerebrum.Occipital Lobe.Sub-Gyral.Gray Matter.*
553,Left Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.*
554,Right Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.*
555,Right Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.*
556,Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.*.*
557,Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.Gray Matter.*
558,Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 37
559,*.*.Culmen of Vermis.*.*
560,Right Cerebrum.Occipital Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 37
561,Right Cerebrum.Occipital Lobe.Middle Temporal Gyrus.*.*
562,Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.White Matter.*
563,Right Cerebrum.*.Middle Temporal Gyrus.*.*
564,Right Cerebellum.Anterior Lobe.Culmen.Gray Matter.Brodmann area 19
565,Left Cerebrum.Temporal Lobe.Lingual Gyrus.White Matter.*
566,Left Cerebrum.Temporal Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19
567,Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.*
568,Right Cerebrum.Temporal Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19
569,Right Cerebrum.Temporal Lobe.Lingual Gyrus.White Matter.*
570,Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.*
571,Left Cerebrum.Temporal Lobe.*.Cerebro-Spinal Fluid.Caudate Tail
572,Left Cerebrum.Temporal Lobe.*.White Matter.*
573,Right Cerebrum.Temporal Lobe.Extra-Nuclear.White Matter.*
574,Right Brainstem.*.*.*.*
575,Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.*
576,Left Brainstem.Midbrain.Extra-Nuclear.White Matter.*
577,Right Cerebrum.*.Superior Temporal Gyrus.*.*
578,Left Cerebrum.Temporal Lobe.Insula.Gray Matter.*
579,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Lateral Nucleus
580,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Medial Nucleus
581,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Mammillary Body
582,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Mammillary Body
583,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Medial Nucleus
584,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Lateral Nucleus
585,Right Cerebrum.Sub-lobar.Insula.Gray Matter.*
586,Right Cerebrum.Temporal Lobe.Insula.Gray Matter.*
587,Left Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 22
588,Right Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 22
589,Left Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 13
590,Right Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 13
591,Left Cerebrum.Temporal Lobe.Insula.*.*
592,Left Cerebrum.Sub-lobar.Insula.Gray Matter.*
593,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Medial Globus Pallidus
594,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Lateral Globus Pallidus
595,Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Lateral Globus Pallidus
596,Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Putamen
597,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Putamen
598,Left Cerebrum.Sub-lobar.Caudate.Cerebro-Spinal Fluid.Caudate Head
599,Left Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.*
600,Right Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.*
601,Right Cerebrum.Sub-lobar.Caudate.Cerebro-Spinal Fluid.Caudate Head
602,Left Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 45
603,Right Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 45
604,Left Cerebrum.Sub-lobar.Inferior Frontal Gyrus.Gray Matter.Brodmann area 47
605,Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.*
606,Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.*
607,Left Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 46
608,Right Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 46
609,Left Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.*
610,Left Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.Brodmann area 32
611,Left Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.*
612,Right Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.Brodmann area 32
613,Right Cerebrum.Frontal Lobe.Superior Frontal Gyrus.Gray Matter.*
614,Right Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.*
615,Left Cerebrum.Frontal Lobe.Superior Frontal Gyrus.Gray Matter.*
616,Right Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.*
617,Left Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.*
618,Right Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.*
619,Inter-Hemispheric.Frontal Lobe.*.*.*
620,Right Cerebrum.Frontal Lobe.*.Gray Matter.*
621,Inter-Hemispheric.Sub-lobar.Extra-Nuclear.White Matter.*
622,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Pulvinar
623,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Pulvinar
624,Inter-Hemispheric.*.*.Cerebro-Spinal Fluid.Optic Tract
625,Left Cerebrum.Temporal Lobe.Middle Occipital Gyrus.*.*
626,Right Cerebrum.Temporal Lobe.Middle Occipital Gyrus.*.*
627,Right Cerebrum.Temporal Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 37
628,Left Cerebrum.Temporal Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 37
629,Left Cerebrum.Temporal Lobe.Middle Occipital Gyrus.White Matter.*
630,Right Cerebrum.Temporal Lobe.Middle Occipital Gyrus.White Matter.*
631,Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 18
632,Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 18
633,Inter-Hemispheric.Sub-lobar.Extra-Nuclear.Cerebro-Spinal Fluid.Optic Tract
634,Right Cerebrum.Sub-lobar.Superior Temporal Gyrus.Gray Matter.Brodmann area 22
635,Left Cerebrum.Temporal Lobe.Insula.White Matter.*
636,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Medial Dorsal Nucleus
637,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Medial Dorsal Nucleus
638,Left Cerebrum.Sub-lobar.Extra-Nuclear.Cerebro-Spinal Fluid.Optic Tract
639,Right Cerebrum.*.*.Cerebro-Spinal Fluid.Optic Tract
640,Right Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.*
641,Right Cerebrum.Sub-lobar.Extra-Nuclear.Cerebro-Spinal Fluid.Optic Tract
642,Right Cerebrum.Sub-lobar.Superior Temporal Gyrus.*.*
643,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Lateral Nucleus
644,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Lateral Nucleus
645,Right Cerebrum.*.Thalamus.Gray Matter.*
646,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Anterior Nucleus
647,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Anterior Nucleus
648,Left Cerebrum.Frontal-Temporal Space.Insula.*.*
649,Left Cerebrum.Frontal Lobe.Insula.*.*
650,Right Cerebrum.Sub-lobar.Inferior Frontal Gyrus.*.*
651,Inter-Hemispheric.Sub-lobar.Extra-Nuclear.White Matter.Corpus Callosum
652,Right Cerebrum.*.*.White Matter.Corpus Callosum
653,Right Cerebrum.Sub-lobar.Inferior Frontal Gyrus.Gray Matter.Brodmann area 45
654,Left Cerebrum.Sub-lobar.Inferior Frontal Gyrus.*.*
655,Left Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 45
656,Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 45
657,Right Cerebrum.Sub-lobar.*.White Matter.Corpus Callosum
658,Right Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 46
659,Inter-Hemispheric.Frontal Lobe.Medial Frontal Gyrus.*.*
660,Left Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 30
661,Right Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 30
662,Left Cerebrum.Limbic Lobe.Posterior Cingulate.White Matter.*
663,Left Cerebrum.Limbic Lobe.Posterior Cingulate.Gray Matter.Brodmann area 30
664,Right Cerebrum.Limbic Lobe.Posterior Cingulate.White Matter.*
665,Right Cerebrum.Limbic Lobe.Posterior Cingulate.Gray Matter.Brodmann area 30
666,Left Cerebrum.Occipital Lobe.Posterior Cingulate.White Matter.*
667,Left Cerebrum.Limbic Lobe.Posterior Cingulate.*.*
668,Right Cerebrum.Limbic Lobe.Posterior Cingulate.*.*
669,Right Cerebrum.Occipital Lobe.Posterior Cingulate.Gray Matter.Brodmann area 30
670,Left Cerebrum.Limbic Lobe.Posterior Cingulate.Gray Matter.Brodmann area 29
671,Right Cerebrum.Limbic Lobe.Posterior Cingulate.Gray Matter.Brodmann area 29
672,Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 41
673,Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 41
674,Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 42
675,Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 42
676,Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Pulvinar
677,Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Ventral Posterior Lateral Nucleus
678,Left Cerebrum.Temporal Lobe.Precentral Gyrus.*.*
679,Left Cerebrum.Frontal Lobe.Precentral Gyrus.*.*
680,Right Cerebrum.Frontal Lobe.Precentral Gyrus.*.*
681,Right Cerebrum.Temporal Lobe.Precentral Gyrus.*.*
682,Left Cerebrum.Frontal Lobe.Precentral Gyrus.Gray Matter.Brodmann area 6
683,Right Cerebrum.Frontal Lobe.Precentral Gyrus.Gray Matter.Brodmann area 6
684,Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Anterior Nucleus
685,Left Cerebrum.Frontal Lobe.Precentral Gyrus.White Matter.*
686,Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Anterior Nucleus
687,Right Cerebrum.Frontal Lobe.Precentral Gyrus.White Matter.*
688,Inter-Hemispheric.*.*.White Matter.*
689,Right Cerebrum.Frontal Lobe.Precentral Gyrus.Gray Matter.Brodmann area 44
690,Left Cerebrum.Frontal Lobe.Precentral Gyrus.Gray Matter.Brodmann area 44
691,Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 44
692,Left Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Body
693,Right Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Body
694,Left Cerebrum.Limbic Lobe.Anterior Cingulate.White Matter.Corpus Callosum
695,Right Cerebrum.Limbic Lobe.Anterior Cingulate.White Matter.Corpus Callosum
696,Right Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 46
697,Left Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 46
