-2.194754861578631505e-02	-4.579099520044954685e-02	-6.847535586434581878e-02	1.114370071606015783e-01
4.402149746063731550e-01	-3.879846499956277617e-01	-1.971996726308253400e+00	-1.318280616182751830e+00
6.437199982421309974e-01	-5.468242809806553306e-02	-2.506848296596162484e+00	-2.069927108129992810e+00
5.757343258975934353e-01	7.478822337706406698e-01	-1.557411019641822492e+00	-2.042317992235478830e+00
4.326199990736446233e-01	1.123992573028640196e+00	-2.832068254883847169e-01	-1.705776196195379235e+00
3.733857992054027686e-01	5.454808001024196162e-01	9.289321710908177154e-02	-1.543057947008698916e+00
3.776143461303129722e-01	-4.535458353086351257e-01	-5.213020929767195888e-01	-1.549970194933431245e+00
3.457408502117474969e-01	-7.704161271341488648e-01	-1.130697374449580961e+00	-1.321589600146589882e+00
2.506825417882672102e-01	7.924918385036998358e-02	-8.157781375881095753e-01	-6.044191940347526382e-01
1.249101313416177972e-01	1.361734126650391730e+00	2.806720545299467018e-01	2.924882668044337386e-01
-4.658319069084261577e-02	1.794152112208914795e+00	1.155351538010968016e+00	6.751898077125645381e-01
-3.096876432840657833e-01	8.166333514131328686e-01	1.008799997724797226e+00	9.122936981938271905e-02
-6.034610417446072406e-01	-8.276788187258112828e-01	3.960949448326005727e-03	-1.174018875945529228e+00
-7.404124135742246038e-01	-1.759801816099560101e+00	-9.791333698279164333e-01	-2.223670264831991705e+00
-6.074470799756989114e-01	-1.199980937640586554e+00	-1.210320651996051877e+00	-2.245128174877474958e+00
-3.519778212323413924e-01	3.694774527317374324e-01	-7.000225365021593982e-01	-1.176781080760998410e+00
-2.692923020859767647e-01	1.652536641109297211e+00	-2.598055746940576213e-02	2.555264254030990556e-01
-4.692854139304761252e-01	1.650345833110759886e+00	3.068656855074277101e-01	1.141997306204562967e+00
-7.207158864939050558e-01	4.447746021893402291e-01	2.758344193011392220e-01	1.070706433915487921e+00
-6.883593558497904663e-01	-1.006599766403801333e+00	1.529227667143003844e-01	3.386023297819831246e-01
-2.888164828108857329e-01	-1.796261773093885239e+00	5.454959417900332591e-02	-3.920432568077758528e-01
2.494747731273407598e-01	-1.784101400318915509e+00	-1.719533065386146531e-01	-6.410965365739045296e-01
6.434120384594727016e-01	-1.464602658085368603e+00	-6.248475594843905245e-01	-3.959937835298901199e-01
7.940209723134696862e-01	-1.266620367060696806e+00	-1.077291568494802343e+00	6.329249891150792728e-02
7.937131485814535869e-01	-1.108540910416696335e+00	-1.133551490767043202e+00	5.357877729224322927e-01
7.904802230702763222e-01	-6.318085220404056068e-01	-5.992841291521431302e-01	1.024665236860726303e+00
8.557966820474626202e-01	2.711221788478818673e-01	3.601120076977194495e-01	1.524087370134450614e+00
9.219929075453119349e-01	1.288433177144722830e+00	1.374034092921308181e+00	1.820925888922930058e+00
8.464503087515027335e-01	2.017872382433284706e+00	2.122689909070260672e+00	1.627485456254481599e+00
5.888725756187974669e-01	2.317369165660617458e+00	2.478078408093662865e+00	9.146666783135786183e-01
3.056198383511014582e-01	2.256132511043299260e+00	2.457206729526058453e+00	3.469126695920125847e-02
1.936788735827136287e-01	1.847415525211126397e+00	2.081590965674549487e+00	-5.551638917214765101e-01
2.471398069859362112e-01	1.040673350552782317e+00	1.349436175616576028e+00	-6.824736701322895449e-01
2.537676226315858097e-01	7.834418609340945000e-03	3.904409686012422220e-01	-5.192599355851497123e-01
5.158743581028959330e-02	-7.858750989487770511e-01	-4.547905162304077820e-01	-2.767375747529515762e-01
-2.913032418381685806e-01	-1.015431632144327079e+00	-8.957203492163732239e-01	1.939555763730453283e-02
-5.884830167543073642e-01	-9.412792558185650860e-01	-1.043709852035755947e+00	3.791756325833340879e-01
-7.480549283304884778e-01	-1.167604777586227494e+00	-1.298142880171574198e+00	6.360733100053287403e-01
-8.033826294955995762e-01	-1.845169331041951466e+00	-1.773285594663090325e+00	6.109859209605703612e-01
-7.807070968533663669e-01	-2.286322697756349331e+00	-2.014896643455788894e+00	4.752566686230951798e-01
-6.367509450970884055e-01	-1.605275714152131883e+00	-1.485995139414355348e+00	6.967023099403653053e-01
-3.508090567852360508e-01	2.305664603997919782e-01	-2.628212965396855005e-01	1.453154602693672137e+00
-1.962526440187849566e-02	2.149285987270217468e+00	9.565778237027883213e-01	2.224863754043734154e+00
1.863908252567970936e-01	2.900719297064631164e+00	1.550574374669500655e+00	2.213278394944234950e+00
1.587327050835632691e-01	2.200027378991729510e+00	1.507718204933811146e+00	1.210396644347961459e+00
-6.060613052715031757e-02	8.663378560666677997e-01	1.209254405096185980e+00	-1.149186285159373155e-01
-3.046601601133408499e-01	-1.179179982399917032e-01	8.772778009962690637e-01	-8.881805268713636181e-01
-3.913054960822968664e-01	-5.056948940770367162e-01	4.481553935952141132e-01	-8.666953584939236510e-01
-2.448170503102779505e-01	-6.913222399103622351e-01	-6.911626116967316269e-02	-5.043346148360844383e-01
4.981721281598107398e-02	-9.296493140878360206e-01	-3.786283049781696830e-01	-3.203828515079146233e-01
3.040055026581712783e-01	-9.366880669292670936e-01	-1.964427095187549765e-01	-4.287093309803008401e-01
3.613529608191702880e-01	-3.378369320646449347e-01	3.321032272506133087e-01	-6.715135520687482984e-01
2.245471741745295458e-01	6.821769568900801772e-01	6.817575149727298500e-01	-9.405327348725258663e-01
8.753293276194443195e-02	1.393314773915384608e+00	4.579121639271270805e-01	-1.189118272432476697e+00
2.137967104558880782e-01	1.204434155158355280e+00	-2.056912204681427547e-01	-1.279903378191820540e+00
6.837770383663682727e-01	2.309282900619911427e-01	-8.008083379301104143e-01	-1.078060422782017858e+00
1.209832438895776185e+00	-8.462990568353102594e-01	-9.636971315815634487e-01	-7.140417527668946329e-01
1.287859359820791250e+00	-1.420304434706294527e+00	-8.015826896496908160e-01	-5.550458783824304687e-01
6.671315533461993352e-01	-1.437063877692846159e+00	-7.244762078295864383e-01	-8.022687631208387238e-01
-3.069150860398787706e-01	-1.298809050903292572e+00	-1.003723177488167639e+00	-1.210559182671706813e+00
-9.105052562646214209e-01	-1.341621214898627512e+00	-1.499129037214459448e+00	-1.318328533279865100e+00
-6.884164238193959395e-01	-1.429878070957171676e+00	-1.773249396381185061e+00	-9.087173473429001058e-01
9.792820296609412722e-02	-1.107566174980615159e+00	-1.451905110351537243e+00	-1.501612154758832640e-01
6.858268597879213502e-01	-1.709667764398102308e-01	-5.273677180211252535e-01	6.528549866128224854e-01
4.985226612452279826e-01	9.753167201355220639e-01	6.061363005713910068e-01	1.283409548573710701e+00
-3.450062744899854428e-01	1.626545972583111288e+00	1.398611748712825564e+00	1.591724575130615271e+00
-1.159429356750354412e+00	1.457127942796204501e+00	1.512595401769361247e+00	1.461910125725096377e+00
-1.307423338152948311e+00	8.377317266904398263e-01	1.053467219472708383e+00	9.418871493681768570e-01
-7.193983600497146913e-01	4.350930690112974619e-01	4.681297812514739753e-01	3.206542809226136104e-01
1.109774419506866644e-01	5.160471619119655351e-01	1.865320327881014317e-01	-7.259591673393900324e-02
5.798589684071315808e-01	7.110163235434708850e-01	3.155550217259709411e-01	-1.653558847882168059e-01
4.540634576863376570e-01	5.011218981197325117e-01	6.180673393391783454e-01	-1.707599768050456213e-01
7.228674139854713784e-03	-1.295193098768884499e-01	7.300600626321546160e-01	-2.968207147306125560e-01
-2.663358423273397557e-01	-6.444149745563905185e-01	4.291892080307942448e-01	-4.642912471755001880e-01
-1.193805808230202631e-01	-5.604594927775218283e-01	-1.816129930489801536e-01	-3.634447956201920515e-01
2.078745701947577462e-01	2.824398670533983385e-02	-6.792672689979439848e-01	1.797851533992310402e-01
2.376962664645333456e-01	6.064434751685063851e-01	-5.930784597469115349e-01	9.185029301316577355e-01
-1.947218184340718805e-01	8.101787881897427601e-01	1.768118862007137804e-01	1.341029362665727698e+00
-6.673801681450248768e-01	7.032327653722700855e-01	1.165340207695231056e+00	1.164662484392599007e+00
-5.698270376813011628e-01	5.278619826017321159e-01	1.653657626873623609e+00	6.478569703682258707e-01
1.716827993913150330e-01	3.820753269287438525e-01	1.286800129008908833e+00	3.579999611869829623e-01
8.897859425698441127e-01	2.412617569430492992e-01	4.142847860256362313e-01	6.121469231835175995e-01
8.375562022216964664e-01	1.444093066903948119e-01	-2.305633939651622610e-01	1.143342605108089494e+00
5.561771667267572002e-03	1.466566382783210942e-01	-2.307725441921805731e-01	1.307504891894809562e+00
-8.696542578186775563e-01	1.114885542863915946e-01	1.519954184371712369e-01	6.624619798194434361e-01
-1.098841187110224604e+00	-2.157599203252000275e-01	3.342170657886624485e-01	-5.479760881770728842e-01
-6.803981068734116233e-01	-8.110246006169370414e-01	7.641721228530745647e-02	-1.456611272908503674e+00
-1.207251769148680737e-01	-1.218456206904872330e+00	-2.916207695878431649e-01	-1.276233426131206272e+00
2.046369399240690057e-01	-1.015840890550285591e+00	-3.184312896967309015e-01	-1.096792843060068745e-01
3.715674459426360210e-01	-3.982649684738573392e-01	-1.932355515103441335e-02	1.002156850303381308e+00
6.589911319066726891e-01	-6.566960856454491513e-02	7.678958828467483122e-02	1.030621450191161470e+00
1.133055874717941558e+00	-4.294343983607136761e-01	-4.842544445286151578e-01	-2.122989046965067378e-02
1.549418036117490294e+00	-1.078655358194777980e+00	-1.470307764540944584e+00	-1.180431617275334855e+00
