47,-4,-2,53
48,51,-31,34
49,17,-12,63
50,-17,-9,69
51,-11,-6,42
52,35,-3,0
53,11,-6,69
54,5,3,51
55,-43,-3,10
56,47,4,3
57,-33,0,6
58,-49,5,0
59,-6,13,36
60,34,6,5
